text	label
#Um, I can't remember my, didn't remember my password and tried too many times, now I'm locked out.	ResetPassword
I'm good, thanks. I'm calling back to enroll in a renters plan.	EnrollInPlan
Well, I called to cancel my insurance plan.	CancelPlan
I'm calling to change my security question.	ChangeSecurityQuestion
Right. It worried me. I thought it would best if I changed my password, too.	ResetPassword
#Um hi there my name's Susan, I was just trying to login to the website to check on my last payment, and I've had so many issues with the website lately, trying to log on and everything, so I thought I'd ring up and see if I could reset my password to fix it.	ResetPassword
#Um actually, am I able to just quickly check with you whether the payment on our last bill went through? It was the Renters Preferred package and I just wanted to confirm it had gone through.	CheckPaymentStatus
#Um I think for today it would be great if I could actually pay the August bill over the phone with you now, out of my checking account if possible because I know that will work. Do you take over the phone payment for bills?	PayBill
Uh hey there. I need to notify of my move my change of address.	ChangeAddress
Yes. Hi. Yeah, I'm calling to pay my bill.	PayBill
#Um, I don't know. Can I pay monthly?	UpdateBillingFrequency
Hi. I'm getting charged every six months for my auto insurance and I want to change it to monthly.	UpdateBillingFrequency
It's, oh, I also need to update my address.	ChangeAddress
Hi. #Um, I'm calling for, to get a quote for homeowners insurance.	GetQuote
#Oh, I understand. You need proof of insurance for your landlord?	RequestProofOfInsurance
Yeah. That's it. Proof of insurance.	RequestProofOfInsurance
Yeah, did my bill go through this month. I didn't see an email like I usually do.	CheckPaymentStatus
Uh, no. Homeowners.	FileClaim
Hi. I called last week for a quote and now I want to enroll in the plan.	EnrollInPlan
I need to check my balance.	CheckAccountBalance
#Oh. No, I was just wondering that if the balance for the rest of the six months wasn't too high, that I would pay it all now.	PayBill
Wait, I need the balance before I decide.	CheckAccountBalance
I need to add my daughter to my car insurance.	AddDependent
Hi. I'm calling to file a death benefit, life insurance, claim. .	FileClaim
Hey I need to change my payment method. I am getting paper bills in the mail and I want to set up a payment throught like my card? My credit card?	UpdatePaymentPreference
Hi. I'm calling to, well, I already have insurance, but I'm looking for something cheaper.	GetQuote
Hi, Andy? #Um, I need to pay my bill.	PayBill
I need to reset my password and I wasn't able to do it online. My account my be locked?	ResetPassword
Hi. I can't find my policy number and need it for my bank.	GetPolicyNumber
Ok. Thanks. What about the proof that I have the policy?	RequestProofOfInsurance
Hey. I'm calling to change my security info. I keep forgetting the answers and I keep getting locked out.	ChangeSecurityQuestion
Uh, I can't find my policy and I need proof of insurance.	RequestProofOfInsurance
I need to remove her name.	RemoveDependent
I have a friend, who, told me about it and I have a dog, a Doodle, and wanted to get some coverage for her.	EnrollInPlan
Well, I just got a puppy and was hoping I could sign up for pet insurance and a friend told me you guys do this.	EnrollInPlan
Hi there. I'm calling because I need to remove my son from our, my life insurance.	RemoveDependent
Good. Then let's go with that one.	EnrollInPlan
I need to work on getting car insurance and I'm calling around to get quotes.	GetQuote
Hi. #Um, well, I'm calling because I have no fence as of yesterday and I need to get it fixed right away.	FileClaim
Hi. Well, I signed up for pet insurance last month and I noticed my bill's kinda high. I'm not sure what's going on.	ReportBillingIssue
Yes. Yes, he wants to change plans. So.	ChangePlan
Hey there. I'm calling about changing my plan.	ChangePlan
Hi. Um, I'm calling to get a quote for auto insurance.	GetQuote
Ok. Let's go with monthly.	UpdateBillingFrequency
Yeah. Um, let's do it. My other insurance is like twenty dollars more a month.	EnrollInPlan
Hi. I need to start a claim for my car.	FileClaim
Right. Ok, I'll sign up for that one.	EnrollInPlan
I need to change my card on file. I just got a new one.	UpdatePaymentPreference
Hi yes I need to purchase some pet insurance.	EnrollInPlan
Well, I got this email that says, well I get my payments, are made, they're automatic and I noticed the payment was higher than usualy, so I went online, and saw a weird charge.	ReportBillingIssue
Well, yes! I didn't sign up for it.	CancelPlan
#Um. I'm calling to see if my payment went through.	CheckPaymentStatus
Well, it's not a problem. We can process the remaining payment now if you'd like.	PayBill
Hi. My name is Mason. I'm calling to find out how much your condo insurance is.	GetQuote
Alright. Would you like to enroll today or I can send the quote to an email address for you.	EnrollInPlan
Hi. #Uh, I have renters insurance with you guys and need to put in a claim.	FileClaim
So you need proof of insurance?	RequestProofOfInsurance
I got your policy reinstated, but you'll need to pay for the past two months and the late fees to bring your policy to a fully paid status.	PayBill
#Um, hi. I need to cancel my life insurance.	CancelPlan
Hang on a second. I made a little budget for myself. Let me see if I can swing this. One sec.	ChangePlan
Well, I'm calling to pay my bill.	PayBill
No, I just have a different card I want to use this month.	UpdatePaymentPreference
Well, I'm mad, because I keep getting the same error on my bill every month.	ReportBillingIssue
Thanks for calling Rivertown Insurance. My name is Allison and I work in the claims department. Did you need to open a claim today?	FileClaim
I was needing to take my kid off of our healthcare plan.	RemoveDependent
Hi. I'm having a tough time trying to find my balance on my life insurance.	CheckAccountBalance
Hi. #Um, I'm calling to set up an account.	CreateAccount
I need to file a claim.	FileClaim
#Um, well, sorry, but I need to cancel my plan.	CancelPlan
#Um, while I'm away, my stuff will be in storage and I need to change my renters insurance a little. Can I do that now?	ChangePlan
Thanks. They also said I need to provide proof of renters. Would the email work?	RequestProofOfInsurance
I'm calling to change my address.	ChangeAddress
Hi. I'm call to add my son to my auto policy.	AddDependent
I need to change my plan, auto plan.	ChangePlan
#Uh, just to have my proof of insurance for my bank.	RequestProofOfInsurance
It's for my new car, but the bank said they didn't receive the policy number from me even though I thought I added it to the loan paperwork.	GetPolicyNumber
Hi there. I am needing to let someone know my new address. I just moved and want to update my information.	ChangeAddress
Uh well I moved. So my address.	ChangeAddress
Hi. I want to cancel my automatic payments.	CancelAutomaticBilling
#Um, yes, hi. I would, need help with creating my account, I enrolled a few days ago. Actually it was, I think last Thursday, on the twenty seventh.	CreateAccount
I recently moved from my previous residence and would like to get my residence address updated.	ChangeAddress
Okay then. I'll go ahead and do just that.	RemoveDependent
Yeah thanks. So yeah I just lost my dad and I'm calling to file a life claim.	FileClaim
I was a dependent of my dad's health insurance policy. I would like to open up an account now that he's gone.	EnrollInPlan
